profile_id,month,hour,demand_id,value,unit,remark
M07,7,3,steam,3.2,t/h,7月典型日逐时蒸汽负荷
M07,7,4,electricity,1600,kW,7月典型日逐时电负荷
M07,7,4,cooling,1800,kW,7月典型日逐时冷负荷
M07,7,4,steam,3.2,t/h,7月典型日逐时蒸汽负荷
M07,7,5,electricity,1600,kW,7月典型日逐时电负荷
M07,7,5,cooling,1820,kW,7月典型日逐时冷负荷
M07,7,5,steam,3.5,t/h,7月典型日逐时蒸汽负荷
M07,7,6,electricity,1700,kW,7月典型日逐时电负荷
M07,7,6,cooling,1850,kW,7月典型日逐时冷负荷
M07,7,6,steam,3.8,t/h,7月典型日逐时蒸汽负荷
M07,7,7,electricity,2000,kW,7月典型日逐时电负荷
M07,7,7,cooling,2000,kW,7月典型日逐时冷负荷
M07,7,7,steam,4.8,t/h,7月典型日逐时蒸汽负荷
M07,7,8,electricity,2400,kW,7月典型日逐时电负荷
M07,7,8,cooling,2400,kW,7月典型日逐时冷负荷
M07,7,8,steam,5.5,t/h,7月典型日逐时蒸汽负荷
M07,7,9,electricity,2500,kW,7月典型日逐时电负荷
M07,7,9,cooling,2600,kW,7月典型日逐时冷负荷
M07,7,9,steam,5.8,t/h,7月典型日逐时蒸汽负荷
M07,7,10,electricity,2600,kW,7月典型日逐时电负荷
M07,7,10,cooling,2750,kW,7月典型日逐时冷负荷
M07,7,10,steam,6,t/h,7月典型日逐时蒸汽负荷
M07,7,11,electricity,2600,kW,7月典型日逐时电负荷
M07,7,11,cooling,2800,kW,7月典型日逐时冷负荷
M07,7,11,steam,6,t/h,7月典型日逐时蒸汽负荷
M07,7,12,electricity,2300,kW,7月典型日逐时电负荷
M07,7,12,cooling,2700,kW,7月典型日逐时冷负荷
M07,7,12,steam,5.2,t/h,7月典型日逐时蒸汽负荷
M07,7,13,electricity,2400,kW,7月典型日逐时电负荷
M07,7,13,cooling,2800,kW,7月典型日逐时冷负荷
M07,7,13,steam,5.5,t/h,7月典型日逐时蒸汽负荷
M07,7,14,electricity,2600,kW,7月典型日逐时电负荷
M07,7,14,cooling,2850,kW,7月典型日逐时冷负荷
M07,7,14,steam,5.8,t/h,7月典型日逐时蒸汽负荷
M07,7,15,electricity,2600,kW,7月典型日逐时电负荷
M07,7,15,cooling,2800,kW,7月典型日逐时冷负荷
M07,7,15,steam,5.8,t/h,7月典型日逐时蒸汽负荷
M07,7,16,electricity,2600,kW,7月典型日逐时电负荷
M07,7,16,cooling,2750,kW,7月典型日逐时冷负荷
M07,7,16,steam,5.5,t/h,7月典型日逐时蒸汽负荷
M07,7,17,electricity,2500,kW,7月典型日逐时电负荷
M07,7,17,cooling,2600,kW,7月典型日逐时冷负荷
M07,7,17,steam,5.2,t/h,7月典型日逐时蒸汽负荷
M07,7,18,electricity,2400,kW,7月典型日逐时电负荷
M07,7,18,cooling,2400,kW,7月典型日逐时冷负荷
M07,7,18,steam,5,t/h,7月典型日逐时蒸汽负荷
M07,7,19,electricity,2400,kW,7月典型日逐时电负荷
M07,7,19,cooling,2200,kW,7月典型日逐时冷负荷
M07,7,19,steam,5,t/h,7月典型日逐时蒸汽负荷
M07,7,20,electricity,2400,kW,7月典型日逐时电负荷
M07,7,20,cooling,2100,kW,7月典型日逐时冷负荷
M07,7,20,steam,4.8,t/h,7月典型日逐时蒸汽负荷
M07,7,21,electricity,2300,kW,7月典型日逐时电负荷
M07,7,21,cooling,2000,kW,7月典型日逐时冷负荷
M07,7,21,steam,4.5,t/h,7月典型日逐时蒸汽负荷
M07,7,22,electricity,2100,kW,7月典型日逐时电负荷
M07,7,22,cooling,1900,kW,7月典型日逐时冷负荷
M07,7,22,steam,4,t/h,7月典型日逐时蒸汽负荷
M07,7,23,electricity,1800,kW,7月典型日逐时电负荷
M07,7,23,cooling,1850,kW,7月典型日逐时冷负荷
M07,7,23,steam,3.5,t/h,7月典型日逐时蒸汽负荷
M07,7,24,electricity,1600,kW,7月典型日逐时电负荷
M07,7,24,cooling,1800,kW,7月典型日逐时冷负荷
M07,7,24,steam,3.4,t/h,7月典型日逐时蒸汽负荷
M08,8,1,electricity,1600,kW,8月典型日逐时电负荷
M08,8,1,cooling,1750,kW,8月典型日逐时冷负荷
M08,8,1,steam,3.2,t/h,8月典型日逐时蒸汽负荷
M08,8,2,electricity,1600,kW,8月典型日逐时电负荷
M08,8,2,cooling,1750,kW,8月典型日逐时冷负荷
M08,8,2,steam,3.2,t/h,8月典型日逐时蒸汽负荷
M08,8,3,electricity,1600,kW,8月典型日逐时电负荷
M08,8,3,cooling,1750,kW,8月典型日逐时冷负荷
M08,8,3,steam,3.2,t/h,8月典型日逐时蒸汽负荷
M08,8,4,electricity,1600,kW,8月典型日逐时电负荷
M08,8,4,cooling,1750,kW,8月典型日逐时冷负荷
M08,8,4,steam,3.2,t/h,8月典型日逐时蒸汽负荷
M08,8,5,electricity,1600,kW,8月典型日逐时电负荷
M08,8,5,cooling,1780,kW,8月典型日逐时冷负荷
M08,8,5,steam,3.5,t/h,8月典型日逐时蒸汽负荷
M08,8,6,electricity,1700,kW,8月典型日逐时电负荷
M08,8,6,cooling,1800,kW,8月典型日逐时冷负荷
M08,8,6,steam,3.8,t/h,8月典型日逐时蒸汽负荷
M08,8,7,electricity,2000,kW,8月典型日逐时电负荷
M08,8,7,cooling,1950,kW,8月典型日逐时冷负荷
M08,8,7,steam,4.8,t/h,8月典型日逐时蒸汽负荷
M08,8,8,electricity,2350,kW,8月典型日逐时电负荷
M08,8,8,cooling,2350,kW,8月典型日逐时冷负荷
M08,8,8,steam,5.5,t/h,8月典型日逐时蒸汽负荷
M08,8,9,electricity,2450,kW,8月典型日逐时电负荷
M08,8,9,cooling,2500,kW,8月典型日逐时冷负荷
M08,8,9,steam,5.8,t/h,8月典型日逐时蒸汽负荷
M08,8,10,electricity,2550,kW,8月典型日逐时电负荷
M08,8,10,cooling,2650,kW,8月典型日逐时冷负荷
M08,8,10,steam,6,t/h,8月典型日逐时蒸汽负荷
M08,8,11,electricity,2550,kW,8月典型日逐时电负荷
M08,8,11,cooling,2700,kW,8月典型日逐时冷负荷
M08,8,11,steam,6,t/h,8月典型日逐时蒸汽负荷
M08,8,12,electricity,2250,kW,8月典型日逐时电负荷
M08,8,12,cooling,2600,kW,8月典型日逐时冷负荷
M08,8,12,steam,5.2,t/h,8月典型日逐时蒸汽负荷
M08,8,13,electricity,2350,kW,8月典型日逐时电负荷
M08,8,13,cooling,2700,kW,8月典型日逐时冷负荷
M08,8,13,steam,5.5,t/h,8月典型日逐时蒸汽负荷
M08,8,14,electricity,2550,kW,8月典型日逐时电负荷
M08,8,14,cooling,2750,kW,8月典型日逐时冷负荷
M08,8,14,steam,5.8,t/h,8月典型日逐时蒸汽负荷
M08,8,15,electricity,2550,kW,8月典型日逐时电负荷
M08,8,15,cooling,2700,kW,8月典型日逐时冷负荷
M08,8,15,steam,5.8,t/h,8月典型日逐时蒸汽负荷
M08,8,16,electricity,2550,kW,8月典型日逐时电负荷
M08,8,16,cooling,2650,kW,8月典型日逐时冷负荷
M08,8,16,steam,5.5,t/h,8月典型日逐时蒸汽负荷
M08,8,17,electricity,2450,kW,8月典型日逐时电负荷
M08,8,17,cooling,2500,kW,8月典型日逐时冷负荷
M08,8,17,steam,5.2,t/h,8月典型日逐时蒸汽负荷
M08,8,18,electricity,2350,kW,8月典型日逐时电负荷
M08,8,18,cooling,2350,kW,8月典型日逐时冷负荷
M08,8,18,steam,5,t/h,8月典型日逐时蒸汽负荷
M08,8,19,electricity,2350,kW,8月典型日逐时电负荷
M08,8,19,cooling,2150,kW,8月典型日逐时冷负荷
M08,8,19,steam,5,t/h,8月典型日逐时蒸汽负荷
M08,8,20,electricity,2350,kW,8月典型日逐时电负荷
M08,8,20,cooling,2050,kW,8月典型日逐时冷负荷
M08,8,20,steam,4.8,t/h,8月典型日逐时蒸汽负荷
M08,8,21,electricity,2250,kW,8月典型日逐时电负荷
M08,8,21,cooling,1950,kW,8月典型日逐时冷负荷
M08,8,21,steam,4.5,t/h,8月典型日逐时蒸汽负荷
M08,8,22,electricity,2050,kW,8月典型日逐时电负荷
M08,8,22,cooling,1850,kW,8月典型日逐时冷负荷
M08,8,22,steam,4,t/h,8月典型日逐时蒸汽负荷
M08,8,23,electricity,1750,kW,8月典型日逐时电负荷
M08,8,23,cooling,1800,kW,8月典型日逐时冷负荷
M08,8,23,steam,3.5,t/h,8月典型日逐时蒸汽负荷
M08,8,24,electricity,1600,kW,8月典型日逐时电负荷
M08,8,24,cooling,1750,kW,8月典型日逐时冷负荷
M08,8,24,steam,3.4,t/h,8月典型日逐时蒸汽负荷
M09,9,1,electricity,1500,kW,9月典型日逐时电负荷
M09,9,1,cooling,1300,kW,9月典型日逐时冷负荷
M09,9,1,steam,3.5,t/h,9月典型日逐时蒸汽负荷
M09,9,2,electricity,1500,kW,9月典型日逐时电负荷
M09,9,2,cooling,1300,kW,9月典型日逐时冷负荷
M09,9,2,steam,3.5,t/h,9月典型日逐时蒸汽负荷
M09,9,3,electricity,1500,kW,9月典型日逐时电负荷
M09,9,3,cooling,1300,kW,9月典型日逐时冷负荷
M09,9,3,steam,3.5,t/h,9月典型日逐时蒸汽负荷
M09,9,4,electricity,1500,kW,9月典型日逐时电负荷
M09,9,4,cooling,1300,kW,9月典型日逐时冷负荷
M09,9,4,steam,3.5,t/h,9月典型日逐时蒸汽负荷
M09,9,5,electricity,1500,kW,9月典型日逐时电负荷
M09,9,5,cooling,1320,kW,9月典型日逐时冷负荷
M09,9,5,steam,3.8,t/h,9月典型日逐时蒸汽负荷
M09,9,6,electricity,1600,kW,9月典型日逐时电负荷
M09,9,6,cooling,1350,kW,9月典型日逐时冷负荷
M09,9,6,steam,4,t/h,9月典型日逐时蒸汽负荷
M09,9,7,electricity,1900,kW,9月典型日逐时电负荷
M09,9,7,cooling,1500,kW,9月典型日逐时冷负荷
M09,9,7,steam,5,t/h,9月典型日逐时蒸汽负荷
M09,9,8,electricity,2300,kW,9月典型日逐时电负荷
M09,9,8,cooling,1850,kW,9月典型日逐时冷负荷
M09,9,8,steam,6,t/h,9月典型日逐时蒸汽负荷
M09,9,9,electricity,2400,kW,9月典型日逐时电负荷
M09,9,9,cooling,2000,kW,9月典型日逐时冷负荷
M09,9,9,steam,6.2,t/h,9月典型日逐时蒸汽负荷
M09,9,10,electricity,2500,kW,9月典型日逐时电负荷
M09,9,10,cooling,2100,kW,9月典型日逐时冷负荷
M09,9,10,steam,6.5,t/h,9月典型日逐时蒸汽负荷
M09,9,11,electricity,2500,kW,9月典型日逐时电负荷
M09,9,11,cooling,2150,kW,9月典型日逐时冷负荷
M09,9,11,steam,6.5,t/h,9月典型日逐时蒸汽负荷
M09,9,12,electricity,2200,kW,9月典型日逐时电负荷
M09,9,12,cooling,2050,kW,9月典型日逐时冷负荷
M09,9,12,steam,5.5,t/h,9月典型日逐时蒸汽负荷
M09,9,13,electricity,2300,kW,9月典型日逐时电负荷
M09,9,13,cooling,2150,kW,9月典型日逐时冷负荷
M09,9,13,steam,5.8,t/h,9月典型日逐时蒸汽负荷
M09,9,14,electricity,2500,kW,9月典型日逐时电负荷
M09,9,14,cooling,2200,kW,9月典型日逐时冷负荷
M09,9,14,steam,6.2,t/h,9月典型日逐时蒸汽负荷
M09,9,15,electricity,2500,kW,9月典型日逐时电负荷
M09,9,15,cooling,2150,kW,9月典型日逐时冷负荷
M09,9,15,steam,6.2,t/h,9月典型日逐时蒸汽负荷
M09,9,16,electricity,2500,kW,9月典型日逐时电负荷
M09,9,16,cooling,2100,kW,9月典型日逐时冷负荷
M09,9,16,steam,5.8,t/h,9月典型日逐时蒸汽负荷
M09,9,17,electricity,2400,kW,9月典型日逐时电负荷
M09,9,17,cooling,2000,kW,9月典型日逐时冷负荷
M09,9,17,steam,5.5,t/h,9月典型日逐时蒸汽负荷
M09,9,18,electricity,2300,kW,9月典型日逐时电负荷
M09,9,18,cooling,1850,kW,9月典型日逐时冷负荷
M09,9,18,steam,5.2,t/h,9月典型日逐时蒸汽负荷
M09,9,19,electricity,2300,kW,9月典型日逐时电负荷
M09,9,19,cooling,1650,kW,9月典型日逐时冷负荷
M09,9,19,steam,5.2,t/h,9月典型日逐时蒸汽负荷
M09,9,20,electricity,2300,kW,9月典型日逐时电负荷
M09,9,20,cooling,1550,kW,9月典型日逐时冷负荷
M09,9,20,steam,5,t/h,9月典型日逐时蒸汽负荷
M09,9,21,electricity,2200,kW,9月典型日逐时电负荷
M09,9,21,cooling,1450,kW,9月典型日逐时冷负荷
M09,9,21,steam,4.8,t/h,9月典型日逐时蒸汽负荷
M09,9,22,electricity,2000,kW,9月典型日逐时电负荷
M09,9,22,cooling,1400,kW,9月典型日逐时冷负荷
M09,9,22,steam,4.2,t/h,9月典型日逐时蒸汽负荷
M09,9,23,electricity,1700,kW,9月典型日逐时电负荷
M09,9,23,cooling,1350,kW,9月典型日逐时冷负荷
M09,9,23,steam,3.8,t/h,9月典型日逐时蒸汽负荷
M09,9,24,electricity,1500,kW,9月典型日逐时电负荷
M09,9,24,cooling,1300,kW,9月典型日逐时冷负荷
M09,9,24,steam,3.6,t/h,9月典型日逐时蒸汽负荷
M10,10,1,electricity,1400,kW,10月典型日逐时电负荷
M10,10,1,cooling,850,kW,10月典型日逐时冷负荷
M10,10,1,steam,3.8,t/h,10月典型日逐时蒸汽负荷
M10,10,2,electricity,1400,kW,10月典型日逐时电负荷
M10,10,2,cooling,850,kW,10月典型日逐时冷负荷
M10,10,2,steam,3.8,t/h,10月典型日逐时蒸汽负荷
M10,10,3,electricity,1400,kW,10月典型日逐时电负荷
M10,10,3,cooling,850,kW,10月典型日逐时冷负荷
M10,10,3,steam,3.8,t/h,10月典型日逐时蒸汽负荷
M10,10,4,electricity,1400,kW,10月典型日逐时电负荷
M10,10,4,cooling,850,kW,10月典型日逐时冷负荷
M10,10,4,steam,3.8,t/h,10月典型日逐时蒸汽负荷
M10,10,5,electricity,1400,kW,10月典型日逐时电负荷
M10,10,5,cooling,860,kW,10月典型日逐时冷负荷
M10,10,5,steam,4,t/h,10月典型日逐时蒸汽负荷
M10,10,6,electricity,1500,kW,10月典型日逐时电负荷
M10,10,6,cooling,880,kW,10月典型日逐时冷负荷
M10,10,6,steam,4.2,t/h,10月典型日逐时蒸汽负荷
M10,10,7,electricity,1800,kW,10月典型日逐时电负荷
M10,10,7,cooling,950,kW,10月典型日逐时冷负荷
M10,10,7,steam,5.2,t/h,10月典型日逐时蒸汽负荷
M10,10,8,electricity,2200,kW,10月典型日逐时电负荷
M10,10,8,cooling,1150,kW,10月典型日逐时冷负荷
M10,10,8,steam,6.2,t/h,10月典型日逐时蒸汽负荷
M10,10,9,electricity,2300,kW,10月典型日逐时电负荷
M10,10,9,cooling,1250,kW,10月典型日逐时冷负荷
M10,10,9,steam,6.5,t/h,10月典型日逐时蒸汽负荷
M10,10,10,electricity,2400,kW,10月典型日逐时电负荷
M10,10,10,cooling,1300,kW,10月典型日逐时冷负荷
M10,10,10,steam,6.8,t/h,10月典型日逐时蒸汽负荷
M10,10,11,electricity,2400,kW,10月典型日逐时电负荷
M10,10,11,cooling,1350,kW,10月典型日逐时冷负荷
M10,10,11,steam,6.8,t/h,10月典型日逐时蒸汽负荷
M10,10,12,electricity,2100,kW,10月典型日逐时电负荷
M10,10,12,cooling,1300,kW,10月典型日逐时冷负荷
M10,10,12,steam,5.8,t/h,10月典型日逐时蒸汽负荷
M10,10,13,electricity,2200,kW,10月典型日逐时电负荷
M10,10,13,cooling,1350,kW,10月典型日逐时冷负荷
M10,10,13,steam,6.2,t/h,10月典型日逐时蒸汽负荷
M10,10,14,electricity,2400,kW,10月典型日逐时电负荷
M10,10,14,cooling,1400,kW,10月典型日逐时冷负荷
M10,10,14,steam,6.5,t/h,10月典型日逐时蒸汽负荷
M10,10,15,electricity,2400,kW,10月典型日逐时电负荷
M10,10,15,cooling,1350,kW,10月典型日逐时冷负荷
M10,10,15,steam,6.5,t/h,10月典型日逐时蒸汽负荷
M10,10,16,electricity,2400,kW,10月典型日逐时电负荷
M10,10,16,cooling,1300,kW,10月典型日逐时冷负荷
M10,10,16,steam,6.2,t/h,10月典型日逐时蒸汽负荷
M10,10,17,electricity,2300,kW,10月典型日逐时电负荷
M10,10,17,cooling,1250,kW,10月典型日逐时冷负荷
M10,10,17,steam,5.8,t/h,10月典型日逐时蒸汽负荷
M10,10,18,electricity,2200,kW,10月典型日逐时电负荷
M10,10,18,cooling,1150,kW,10月典型日逐时冷负荷
M10,10,18,steam,5.5,t/h,10月典型日逐时蒸汽负荷
M10,10,19,electricity,2200,kW,10月典型日逐时电负荷
M10,10,19,cooling,1050,kW,10月典型日逐时冷负荷
M10,10,19,steam,5.5,t/h,10月典型日逐时蒸汽负荷
M10,10,20,electricity,2200,kW,10月典型日逐时电负荷
M10,10,20,cooling,1000,kW,10月典型日逐时冷负荷
M10,10,20,steam,5.2,t/h,10月典型日逐时蒸汽负荷
M10,10,21,electricity,2100,kW,10月典型日逐时电负荷
M10,10,21,cooling,950,kW,10月典型日逐时冷负荷
M10,10,21,steam,5,t/h,10月典型日逐时蒸汽负荷
M10,10,22,electricity,1900,kW,10月典型日逐时电负荷
M10,10,22,cooling,900,kW,10月典型日逐时冷负荷
M10,10,22,steam,4.5,t/h,10月典型日逐时蒸汽负荷
M10,10,23,electricity,1600,kW,10月典型日逐时电负荷
M10,10,23,cooling,880,kW,10月典型日逐时冷负荷
M10,10,23,steam,4.2,t/h,10月典型日逐时蒸汽负荷
M10,10,24,electricity,1400,kW,10月典型日逐时电负荷
M10,10,24,cooling,850,kW,10月典型日逐时冷负荷
M10,10,24,steam,4,t/h,10月典型日逐时蒸汽负荷
M11,11,1,electricity,1400,kW,11月典型日逐时电负荷
M11,11,1,cooling,500,kW,11月典型日逐时冷负荷
M11,11,1,steam,4.5,t/h,11月典型日逐时蒸汽负荷
M11,11,2,electricity,1400,kW,11月典型日逐时电负荷
M11,11,2,cooling,500,kW,11月典型日逐时冷负荷
M11,11,2,steam,4.5,t/h,11月典型日逐时蒸汽负荷
M11,11,3,electricity,1400,kW,11月典型日逐时电负荷
M11,11,3,cooling,500,kW,11月典型日逐时冷负荷
M11,11,3,steam,4.5,t/h,11月典型日逐时蒸汽负荷
M11,11,4,electricity,1400,kW,11月典型日逐时电负荷
M11,11,4,cooling,500,kW,11月典型日逐时冷负荷
M11,11,4,steam,4.5,t/h,11月典型日逐时蒸汽负荷
M11,11,5,electricity,1400,kW,11月典型日逐时电负荷
M11,11,5,cooling,510,kW,11月典型日逐时冷负荷
M11,11,5,steam,4.8,t/h,11月典型日逐时蒸汽负荷
M11,11,6,electricity,1500,kW,11月典型日逐时电负荷
M11,11,6,cooling,520,kW,11月典型日逐时冷负荷
M11,11,6,steam,5,t/h,11月典型日逐时蒸汽负荷
M11,11,7,electricity,1800,kW,11月典型日逐时电负荷
M11,11,7,cooling,600,kW,11月典型日逐时冷负荷
M11,11,7,steam,6,t/h,11月典型日逐时蒸汽负荷
M11,11,8,electricity,2200,kW,11月典型日逐时电负荷
M11,11,8,cooling,700,kW,11月典型日逐时冷负荷
M11,11,8,steam,7,t/h,11月典型日逐时蒸汽负荷
M11,11,9,electricity,2300,kW,11月典型日逐时电负荷
M11,11,9,cooling,800,kW,11月典型日逐时冷负荷
M11,11,9,steam,7.2,t/h,11月典型日逐时蒸汽负荷
M11,11,10,electricity,2400,kW,11月典型日逐时电负荷
M11,11,10,cooling,820,kW,11月典型日逐时冷负荷
M11,11,10,steam,7.5,t/h,11月典型日逐时蒸汽负荷
M11,11,11,electricity,2400,kW,11月典型日逐时电负荷
M11,11,11,cooling,820,kW,11月典型日逐时冷负荷
M11,11,11,steam,7.5,t/h,11月典型日逐时蒸汽负荷
M11,11,12,electricity,2100,kW,11月典型日逐时电负荷
M11,11,12,cooling,800,kW,11月典型日逐时冷负荷
M11,11,12,steam,6.5,t/h,11月典型日逐时蒸汽负荷
M11,11,13,electricity,2200,kW,11月典型日逐时电负荷
M11,11,13,cooling,820,kW,11月典型日逐时冷负荷
M11,11,13,steam,7,t/h,11月典型日逐时蒸汽负荷
M11,11,14,electricity,2400,kW,11月典型日逐时电负荷
M11,11,14,cooling,850,kW,11月典型日逐时冷负荷
M11,11,14,steam,7.2,t/h,11月典型日逐时蒸汽负荷
M11,11,15,electricity,2400,kW,11月典型日逐时电负荷
M11,11,15,cooling,840,kW,11月典型日逐时冷负荷
M11,11,15,steam,7.2,t/h,11月典型日逐时蒸汽负荷
M11,11,16,electricity,2400,kW,11月典型日逐时电负荷
M11,11,16,cooling,820,kW,11月典型日逐时冷负荷
M11,11,16,steam,7,t/h,11月典型日逐时蒸汽负荷
M11,11,17,electricity,2300,kW,11月典型日逐时电负荷
M11,11,17,cooling,800,kW,11月典型日逐时冷负荷
M11,11,17,steam,6.8,t/h,11月典型日逐时蒸汽负荷
M11,11,18,electricity,2200,kW,11月典型日逐时电负荷
M11,11,18,cooling,750,kW,11月典型日逐时冷负荷
M11,11,18,steam,6.5,t/h,11月典型日逐时蒸汽负荷
M11,11,19,electricity,2200,kW,11月典型日逐时电负荷
M11,11,19,cooling,700,kW,11月典型日逐时冷负荷
M11,11,19,steam,6.5,t/h,11月典型日逐时蒸汽负荷
M11,11,20,electricity,2200,kW,11月典型日逐时电负荷
M11,11,20,cooling,650,kW,11月典型日逐时冷负荷
M11,11,20,steam,6.2,t/h,11月典型日逐时蒸汽负荷
M11,11,21,electricity,2100,kW,11月典型日逐时电负荷
M11,11,21,cooling,600,kW,11月典型日逐时冷负荷
M11,11,21,steam,6,t/h,11月典型日逐时蒸汽负荷
M11,11,22,electricity,1900,kW,11月典型日逐时电负荷
M11,11,22,cooling,550,kW,11月典型日逐时冷负荷
M11,11,22,steam,5.5,t/h,11月典型日逐时蒸汽负荷
M11,11,23,electricity,1600,kW,11月典型日逐时电负荷
M11,11,23,cooling,520,kW,11月典型日逐时冷负荷
M11,11,23,steam,5,t/h,11月典型日逐时蒸汽负荷
M11,11,24,electricity,1400,kW,11月典型日逐时电负荷
M11,11,24,cooling,500,kW,11月典型日逐时冷负荷
M11,11,24,steam,4.8,t/h,11月典型日逐时蒸汽负荷
M12,12,1,electricity,1400,kW,12月典型日逐时电负荷
M12,12,1,cooling,410,kW,12月典型日逐时冷负荷
M12,12,1,steam,5.2,t/h,12月典型日逐时蒸汽负荷
M12,12,2,electricity,1400,kW,12月典型日逐时电负荷
M12,12,2,cooling,410,kW,12月典型日逐时冷负荷
M12,12,2,steam,5.2,t/h,12月典型日逐时蒸汽负荷
M12,12,3,electricity,1400,kW,12月典型日逐时电负荷
M12,12,3,cooling,410,kW,12月典型日逐时冷负荷
M12,12,3,steam,5.2,t/h,12月典型日逐时蒸汽负荷
M12,12,4,electricity,1400,kW,12月典型日逐时电负荷
M12,12,4,cooling,410,kW,12月典型日逐时冷负荷
M12,12,4,steam,5.2,t/h,12月典型日逐时蒸汽负荷
M12,12,5,electricity,1400,kW,12月典型日逐时电负荷
M12,12,5,cooling,420,kW,12月典型日逐时冷负荷
M12,12,5,steam,5.5,t/h,12月典型日逐时蒸汽负荷
M12,12,6,electricity,1500,kW,12月典型日逐时电负荷
M12,12,6,cooling,430,kW,12月典型日逐时冷负荷
M12,12,6,steam,5.8,t/h,12月典型日逐时蒸汽负荷
M12,12,7,electricity,1800,kW,12月典型日逐时电负荷
M12,12,7,cooling,460,kW,12月典型日逐时冷负荷
M12,12,7,steam,6.8,t/h,12月典型日逐时蒸汽负荷
M12,12,8,electricity,2200,kW,12月典型日逐时电负荷
M12,12,8,cooling,500,kW,12月典型日逐时冷负荷
M12,12,8,steam,7.8,t/h,12月典型日逐时蒸汽负荷
M12,12,9,electricity,2300,kW,12月典型日逐时电负荷
M12,12,9,cooling,520,kW,12月典型日逐时冷负荷
M12,12,9,steam,8,t/h,12月典型日逐时蒸汽负荷
M12,12,10,electricity,2400,kW,12月典型日逐时电负荷
M12,12,10,cooling,540,kW,12月典型日逐时冷负荷
M12,12,10,steam,8.2,t/h,12月典型日逐时蒸汽负荷
M12,12,11,electricity,2400,kW,12月典型日逐时电负荷
M12,12,11,cooling,540,kW,12月典型日逐时冷负荷
M12,12,11,steam,8.2,t/h,12月典型日逐时蒸汽负荷
M12,12,12,electricity,2100,kW,12月典型日逐时电负荷
M12,12,12,cooling,520,kW,12月典型日逐时冷负荷
M12,12,12,steam,7.2,t/h,12月典型日逐时蒸汽负荷
M12,12,13,electricity,2200,kW,12月典型日逐时电负荷
M12,12,13,cooling,550,kW,12月典型日逐时冷负荷
M12,12,13,steam,7.8,t/h,12月典型日逐时蒸汽负荷
M12,12,14,electricity,2400,kW,12月典型日逐时电负荷
M12,12,14,cooling,560,kW,12月典型日逐时冷负荷
M12,12,14,steam,8,t/h,12月典型日逐时蒸汽负荷
M12,12,15,electricity,2400,kW,12月典型日逐时电负荷
M12,12,15,cooling,550,kW,12月典型日逐时冷负荷
M12,12,15,steam,8,t/h,12月典型日逐时蒸汽负荷
M12,12,16,electricity,2400,kW,12月典型日逐时电负荷
M12,12,16,cooling,540,kW,12月典型日逐时冷负荷
M12,12,16,steam,7.8,t/h,12月典型日逐时蒸汽负荷
M12,12,17,electricity,2300,kW,12月典型日逐时电负荷
M12,12,17,cooling,500,kW,12月典型日逐时冷负荷
M12,12,17,steam,7.5,t/h,12月典型日逐时蒸汽负荷
M12,12,18,electricity,2200,kW,12月典型日逐时电负荷
M12,12,18,cooling,480,kW,12月典型日逐时冷负荷
M12,12,18,steam,7.2,t/h,12月典型日逐时蒸汽负荷
M12,12,19,electricity,2200,kW,12月典型日逐时电负荷
M12,12,19,cooling,470,kW,12月典型日逐时冷负荷
M12,12,19,steam,7.2,t/h,12月典型日逐时蒸汽负荷
M12,12,20,electricity,2200,kW,12月典型日逐时电负荷
M12,12,20,cooling,470,kW,12月典型日逐时冷负荷
M12,12,20,steam,7,t/h,12月典型日逐时蒸汽负荷
M12,12,21,electricity,2100,kW,12月典型日逐时电负荷
M12,12,21,cooling,450,kW,12月典型日逐时冷负荷
M12,12,21,steam,6.8,t/h,12月典型日逐时蒸汽负荷
M12,12,22,electricity,1900,kW,12月典型日逐时电负荷
M12,12,22,cooling,440,kW,12月典型日逐时冷负荷
M12,12,22,steam,6.2,t/h,12月典型日逐时蒸汽负荷
M12,12,23,electricity,1600,kW,12月典型日逐时电负荷
M12,12,23,cooling,420,kW,12月典型日逐时冷负荷
M12,12,23,steam,5.8,t/h,12月典型日逐时蒸汽负荷
M12,12,24,electricity,1400,kW,12月典型日逐时电负荷
M12,12,24,cooling,420,kW,12月典型日逐时冷负荷
M12,12,24,steam,5.5,t/h,12月典型日逐时蒸汽负荷
