profile_id,month,hour,input_id,input_type,carrier_id,value,unit,price_id,remark
M03,3,7,waste_heat,recoverable_energy,heat,379.091,kW,,synthesized by seasonal/hourly interpolation from template anchors
M03,3,7,temperature,environment,temperature,8.348,C,,generated from raw weather_data monthly-hourly average
M03,3,8,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M03,3,8,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M03,3,8,solar_resource,renewable_resource,solar_resource,79.597,W/m2,,generated from raw weather_data monthly-hourly average
M03,3,8,waste_heat,recoverable_energy,heat,397.273,kW,,synthesized by seasonal/hourly interpolation from template anchors
M03,3,8,temperature,environment,temperature,9.476,C,,generated from raw weather_data monthly-hourly average
M03,3,9,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M03,3,9,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M03,3,9,solar_resource,renewable_resource,solar_resource,212.968,W/m2,,generated from raw weather_data monthly-hourly average
M03,3,9,waste_heat,recoverable_energy,heat,415.455,kW,,synthesized by seasonal/hourly interpolation from template anchors
M03,3,9,temperature,environment,temperature,11.598,C,,generated from raw weather_data monthly-hourly average
M03,3,10,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M03,3,10,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M03,3,10,solar_resource,renewable_resource,solar_resource,317.903,W/m2,,generated from raw weather_data monthly-hourly average
M03,3,10,waste_heat,recoverable_energy,heat,433.636,kW,,synthesized by seasonal/hourly interpolation from template anchors
M03,3,10,temperature,environment,temperature,13.221,C,,generated from raw weather_data monthly-hourly average
M03,3,11,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M03,3,11,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M03,3,11,solar_resource,renewable_resource,solar_resource,373.968,W/m2,,generated from raw weather_data monthly-hourly average
M03,3,11,waste_heat,recoverable_energy,heat,451.818,kW,,synthesized by seasonal/hourly interpolation from template anchors
M03,3,11,temperature,environment,temperature,14.626,C,,generated from raw weather_data monthly-hourly average
M03,3,12,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M03,3,12,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M03,3,12,solar_resource,renewable_resource,solar_resource,387.5,W/m2,,generated from raw weather_data monthly-hourly average
M03,3,12,waste_heat,recoverable_energy,heat,470,kW,,synthesized by seasonal/hourly interpolation from template anchors
M03,3,12,temperature,environment,temperature,15.624,C,,generated from raw weather_data monthly-hourly average
M03,3,13,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M03,3,13,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M03,3,13,solar_resource,renewable_resource,solar_resource,380.645,W/m2,,generated from raw weather_data monthly-hourly average
M03,3,13,waste_heat,recoverable_energy,heat,454.615,kW,,synthesized by seasonal/hourly interpolation from template anchors
M03,3,13,temperature,environment,temperature,16.129,C,,generated from raw weather_data monthly-hourly average
M03,3,14,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M03,3,14,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M03,3,14,solar_resource,renewable_resource,solar_resource,360.871,W/m2,,generated from raw weather_data monthly-hourly average
M03,3,14,waste_heat,recoverable_energy,heat,439.231,kW,,synthesized by seasonal/hourly interpolation from template anchors
M03,3,14,temperature,environment,temperature,16.602,C,,generated from raw weather_data monthly-hourly average
M03,3,15,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M03,3,15,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M03,3,15,solar_resource,renewable_resource,solar_resource,367.903,W/m2,,generated from raw weather_data monthly-hourly average
M03,3,15,waste_heat,recoverable_energy,heat,423.846,kW,,synthesized by seasonal/hourly interpolation from template anchors
M03,3,15,temperature,environment,temperature,16.851,C,,generated from raw weather_data monthly-hourly average
M03,3,16,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M03,3,16,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M03,3,16,solar_resource,renewable_resource,solar_resource,308.694,W/m2,,generated from raw weather_data monthly-hourly average
M03,3,16,waste_heat,recoverable_energy,heat,408.462,kW,,synthesized by seasonal/hourly interpolation from template anchors
M03,3,16,temperature,environment,temperature,16.749,C,,generated from raw weather_data monthly-hourly average
M03,3,17,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M03,3,17,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M03,3,17,solar_resource,renewable_resource,solar_resource,199.032,W/m2,,generated from raw weather_data monthly-hourly average
M03,3,17,waste_heat,recoverable_energy,heat,393.077,kW,,synthesized by seasonal/hourly interpolation from template anchors
M03,3,17,temperature,environment,temperature,16.428,C,,generated from raw weather_data monthly-hourly average
M03,3,18,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M03,3,18,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M03,3,18,solar_resource,renewable_resource,solar_resource,92.258,W/m2,,generated from raw weather_data monthly-hourly average
M03,3,18,waste_heat,recoverable_energy,heat,377.692,kW,,synthesized by seasonal/hourly interpolation from template anchors
M03,3,18,temperature,environment,temperature,15.597,C,,generated from raw weather_data monthly-hourly average
M03,3,19,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M03,3,19,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M03,3,19,solar_resource,renewable_resource,solar_resource,29.387,W/m2,,generated from raw weather_data monthly-hourly average
M03,3,19,waste_heat,recoverable_energy,heat,362.308,kW,,synthesized by seasonal/hourly interpolation from template anchors
M03,3,19,temperature,environment,temperature,14.356,C,,generated from raw weather_data monthly-hourly average
M03,3,20,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M03,3,20,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M03,3,20,solar_resource,renewable_resource,solar_resource,21.758,W/m2,,generated from raw weather_data monthly-hourly average
M03,3,20,waste_heat,recoverable_energy,heat,346.923,kW,,synthesized by seasonal/hourly interpolation from template anchors
M03,3,20,temperature,environment,temperature,13.274,C,,generated from raw weather_data monthly-hourly average
M03,3,21,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M03,3,21,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M03,3,21,solar_resource,renewable_resource,solar_resource,17.629,W/m2,,generated from raw weather_data monthly-hourly average
M03,3,21,waste_heat,recoverable_energy,heat,331.538,kW,,synthesized by seasonal/hourly interpolation from template anchors
M03,3,21,temperature,environment,temperature,12.386,C,,generated from raw weather_data monthly-hourly average
M03,3,22,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M03,3,22,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M03,3,22,solar_resource,renewable_resource,solar_resource,14.016,W/m2,,generated from raw weather_data monthly-hourly average
M03,3,22,waste_heat,recoverable_energy,heat,316.154,kW,,synthesized by seasonal/hourly interpolation from template anchors
M03,3,22,temperature,environment,temperature,11.481,C,,generated from raw weather_data monthly-hourly average
M03,3,23,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M03,3,23,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M03,3,23,solar_resource,renewable_resource,solar_resource,11.565,W/m2,,generated from raw weather_data monthly-hourly average
M03,3,23,waste_heat,recoverable_energy,heat,300.769,kW,,synthesized by seasonal/hourly interpolation from template anchors
M03,3,23,temperature,environment,temperature,10.946,C,,generated from raw weather_data monthly-hourly average
M03,3,24,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M03,3,24,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M03,3,24,solar_resource,renewable_resource,solar_resource,9.79,W/m2,,generated from raw weather_data monthly-hourly average
M03,3,24,waste_heat,recoverable_energy,heat,285.385,kW,,synthesized by seasonal/hourly interpolation from template anchors
M03,3,24,temperature,environment,temperature,10.561,C,,generated from raw weather_data monthly-hourly average
M04,4,1,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M04,4,1,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M04,4,1,solar_resource,renewable_resource,solar_resource,31.117,W/m2,,generated from raw weather_data monthly-hourly average
M04,4,1,waste_heat,recoverable_energy,heat,280,kW,,synthesized by seasonal/hourly interpolation from template anchors
M04,4,1,temperature,environment,temperature,16.961,C,,generated from raw weather_data monthly-hourly average
M04,4,2,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M04,4,2,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M04,4,2,solar_resource,renewable_resource,solar_resource,27.617,W/m2,,generated from raw weather_data monthly-hourly average
M04,4,2,waste_heat,recoverable_energy,heat,298.182,kW,,synthesized by seasonal/hourly interpolation from template anchors
M04,4,2,temperature,environment,temperature,16.314,C,,generated from raw weather_data monthly-hourly average
M04,4,3,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M04,4,3,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M04,4,3,solar_resource,renewable_resource,solar_resource,26.267,W/m2,,generated from raw weather_data monthly-hourly average
M04,4,3,waste_heat,recoverable_energy,heat,316.364,kW,,synthesized by seasonal/hourly interpolation from template anchors
M04,4,3,temperature,environment,temperature,15.961,C,,generated from raw weather_data monthly-hourly average
M04,4,4,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M04,4,4,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M04,4,4,solar_resource,renewable_resource,solar_resource,24.6,W/m2,,generated from raw weather_data monthly-hourly average
M04,4,4,waste_heat,recoverable_energy,heat,334.545,kW,,synthesized by seasonal/hourly interpolation from template anchors
M04,4,4,temperature,environment,temperature,15.562,C,,generated from raw weather_data monthly-hourly average
M04,4,5,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M04,4,5,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M04,4,5,solar_resource,renewable_resource,solar_resource,22.883,W/m2,,generated from raw weather_data monthly-hourly average
M04,4,5,waste_heat,recoverable_energy,heat,352.727,kW,,synthesized by seasonal/hourly interpolation from template anchors
M04,4,5,temperature,environment,temperature,15.167,C,,generated from raw weather_data monthly-hourly average
M04,4,6,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M04,4,6,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M04,4,6,solar_resource,renewable_resource,solar_resource,22.233,W/m2,,generated from raw weather_data monthly-hourly average
M04,4,6,waste_heat,recoverable_energy,heat,370.909,kW,,synthesized by seasonal/hourly interpolation from template anchors
M04,4,6,temperature,environment,temperature,14.798,C,,generated from raw weather_data monthly-hourly average
M04,4,7,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M04,4,7,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M04,4,7,solar_resource,renewable_resource,solar_resource,65.733,W/m2,,generated from raw weather_data monthly-hourly average
M04,4,7,waste_heat,recoverable_energy,heat,389.091,kW,,synthesized by seasonal/hourly interpolation from template anchors
M04,4,7,temperature,environment,temperature,15.232,C,,generated from raw weather_data monthly-hourly average
M04,4,8,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M04,4,8,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M04,4,8,solar_resource,renewable_resource,solar_resource,196.95,W/m2,,generated from raw weather_data monthly-hourly average
M04,4,8,waste_heat,recoverable_energy,heat,407.273,kW,,synthesized by seasonal/hourly interpolation from template anchors
M04,4,8,temperature,environment,temperature,17.107,C,,generated from raw weather_data monthly-hourly average
M04,4,9,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M04,4,9,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M04,4,9,solar_resource,renewable_resource,solar_resource,346.783,W/m2,,generated from raw weather_data monthly-hourly average
M04,4,9,waste_heat,recoverable_energy,heat,425.455,kW,,synthesized by seasonal/hourly interpolation from template anchors
M04,4,9,temperature,environment,temperature,19.466,C,,generated from raw weather_data monthly-hourly average
M04,4,10,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M04,4,10,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M04,4,10,solar_resource,renewable_resource,solar_resource,458.6,W/m2,,generated from raw weather_data monthly-hourly average
M04,4,10,waste_heat,recoverable_energy,heat,443.636,kW,,synthesized by seasonal/hourly interpolation from template anchors
M04,4,10,temperature,environment,temperature,21.514,C,,generated from raw weather_data monthly-hourly average
M04,4,11,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M04,4,11,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M04,4,11,solar_resource,renewable_resource,solar_resource,514.233,W/m2,,generated from raw weather_data monthly-hourly average
M04,4,11,waste_heat,recoverable_energy,heat,461.818,kW,,synthesized by seasonal/hourly interpolation from template anchors
M04,4,11,temperature,environment,temperature,23.196,C,,generated from raw weather_data monthly-hourly average
M04,4,12,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M04,4,12,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M04,4,12,solar_resource,renewable_resource,solar_resource,526.733,W/m2,,generated from raw weather_data monthly-hourly average
M04,4,12,waste_heat,recoverable_energy,heat,480,kW,,synthesized by seasonal/hourly interpolation from template anchors
M04,4,12,temperature,environment,temperature,24.469,C,,generated from raw weather_data monthly-hourly average
M04,4,13,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M04,4,13,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M04,4,13,solar_resource,renewable_resource,solar_resource,509.333,W/m2,,generated from raw weather_data monthly-hourly average
M04,4,13,waste_heat,recoverable_energy,heat,464.615,kW,,synthesized by seasonal/hourly interpolation from template anchors
M04,4,13,temperature,environment,temperature,25.103,C,,generated from raw weather_data monthly-hourly average
M04,4,14,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M04,4,14,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M04,4,14,solar_resource,renewable_resource,solar_resource,481.933,W/m2,,generated from raw weather_data monthly-hourly average
M04,4,14,waste_heat,recoverable_energy,heat,449.231,kW,,synthesized by seasonal/hourly interpolation from template anchors
M04,4,14,temperature,environment,temperature,25.48,C,,generated from raw weather_data monthly-hourly average
M04,4,15,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M04,4,15,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M04,4,15,solar_resource,renewable_resource,solar_resource,466.517,W/m2,,generated from raw weather_data monthly-hourly average
M04,4,15,waste_heat,recoverable_energy,heat,433.846,kW,,synthesized by seasonal/hourly interpolation from template anchors
M04,4,15,temperature,environment,temperature,25.396,C,,generated from raw weather_data monthly-hourly average
M04,4,16,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M04,4,16,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M04,4,16,solar_resource,renewable_resource,solar_resource,396.517,W/m2,,generated from raw weather_data monthly-hourly average
M04,4,16,waste_heat,recoverable_energy,heat,418.462,kW,,synthesized by seasonal/hourly interpolation from template anchors
M04,4,16,temperature,environment,temperature,25.24,C,,generated from raw weather_data monthly-hourly average
M04,4,17,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M04,4,17,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M04,4,17,solar_resource,renewable_resource,solar_resource,281.5,W/m2,,generated from raw weather_data monthly-hourly average
M04,4,17,waste_heat,recoverable_energy,heat,403.077,kW,,synthesized by seasonal/hourly interpolation from template anchors
M04,4,17,temperature,environment,temperature,24.641,C,,generated from raw weather_data monthly-hourly average
M04,4,18,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M04,4,18,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M04,4,18,solar_resource,renewable_resource,solar_resource,160,W/m2,,generated from raw weather_data monthly-hourly average
M04,4,18,waste_heat,recoverable_energy,heat,387.692,kW,,synthesized by seasonal/hourly interpolation from template anchors
M04,4,18,temperature,environment,temperature,23.72,C,,generated from raw weather_data monthly-hourly average
M04,4,19,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M04,4,19,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M04,4,19,solar_resource,renewable_resource,solar_resource,79.217,W/m2,,generated from raw weather_data monthly-hourly average
M04,4,19,waste_heat,recoverable_energy,heat,372.308,kW,,synthesized by seasonal/hourly interpolation from template anchors
M04,4,19,temperature,environment,temperature,22.396,C,,generated from raw weather_data monthly-hourly average
M04,4,20,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M04,4,20,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M04,4,20,solar_resource,renewable_resource,solar_resource,57.2,W/m2,,generated from raw weather_data monthly-hourly average
M04,4,20,waste_heat,recoverable_energy,heat,356.923,kW,,synthesized by seasonal/hourly interpolation from template anchors
M04,4,20,temperature,environment,temperature,21.168,C,,generated from raw weather_data monthly-hourly average
M04,4,21,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M04,4,21,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M04,4,21,solar_resource,renewable_resource,solar_resource,50.783,W/m2,,generated from raw weather_data monthly-hourly average
M04,4,21,waste_heat,recoverable_energy,heat,341.538,kW,,synthesized by seasonal/hourly interpolation from template anchors
M04,4,21,temperature,environment,temperature,20.25,C,,generated from raw weather_data monthly-hourly average
M04,4,22,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M04,4,22,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M04,4,22,solar_resource,renewable_resource,solar_resource,46,W/m2,,generated from raw weather_data monthly-hourly average
M04,4,22,waste_heat,recoverable_energy,heat,326.154,kW,,synthesized by seasonal/hourly interpolation from template anchors
M04,4,22,temperature,environment,temperature,19.407,C,,generated from raw weather_data monthly-hourly average
M04,4,23,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M04,4,23,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M04,4,23,solar_resource,renewable_resource,solar_resource,41,W/m2,,generated from raw weather_data monthly-hourly average
M04,4,23,waste_heat,recoverable_energy,heat,310.769,kW,,synthesized by seasonal/hourly interpolation from template anchors
M04,4,23,temperature,environment,temperature,18.702,C,,generated from raw weather_data monthly-hourly average
M04,4,24,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M04,4,24,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M04,4,24,solar_resource,renewable_resource,solar_resource,37.583,W/m2,,generated from raw weather_data monthly-hourly average
M04,4,24,waste_heat,recoverable_energy,heat,295.385,kW,,synthesized by seasonal/hourly interpolation from template anchors
M04,4,24,temperature,environment,temperature,18.115,C,,generated from raw weather_data monthly-hourly average
M05,5,1,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M05,5,1,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M05,5,1,solar_resource,renewable_resource,solar_resource,65.935,W/m2,,generated from raw weather_data monthly-hourly average
M05,5,1,waste_heat,recoverable_energy,heat,286.667,kW,,synthesized by seasonal/hourly interpolation from template anchors
M05,5,1,temperature,environment,temperature,20.531,C,,generated from raw weather_data monthly-hourly average
M05,5,2,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M05,5,2,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M05,5,2,solar_resource,renewable_resource,solar_resource,63.774,W/m2,,generated from raw weather_data monthly-hourly average
M05,5,2,waste_heat,recoverable_energy,heat,304.848,kW,,synthesized by seasonal/hourly interpolation from template anchors
M05,5,2,temperature,environment,temperature,20.161,C,,generated from raw weather_data monthly-hourly average
M05,5,3,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M05,5,3,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M05,5,3,solar_resource,renewable_resource,solar_resource,61.452,W/m2,,generated from raw weather_data monthly-hourly average
M05,5,3,waste_heat,recoverable_energy,heat,323.03,kW,,synthesized by seasonal/hourly interpolation from template anchors
M05,5,3,temperature,environment,temperature,19.81,C,,generated from raw weather_data monthly-hourly average
M05,5,4,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M05,5,4,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M05,5,4,solar_resource,renewable_resource,solar_resource,59.21,W/m2,,generated from raw weather_data monthly-hourly average
M05,5,4,waste_heat,recoverable_energy,heat,341.212,kW,,synthesized by seasonal/hourly interpolation from template anchors
M05,5,4,temperature,environment,temperature,19.41,C,,generated from raw weather_data monthly-hourly average
M05,5,5,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M05,5,5,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M05,5,5,solar_resource,renewable_resource,solar_resource,57.371,W/m2,,generated from raw weather_data monthly-hourly average
M05,5,5,waste_heat,recoverable_energy,heat,359.394,kW,,synthesized by seasonal/hourly interpolation from template anchors
M05,5,5,temperature,environment,temperature,19.144,C,,generated from raw weather_data monthly-hourly average
M05,5,6,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M05,5,6,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M05,5,6,solar_resource,renewable_resource,solar_resource,65.597,W/m2,,generated from raw weather_data monthly-hourly average
M05,5,6,waste_heat,recoverable_energy,heat,377.576,kW,,synthesized by seasonal/hourly interpolation from template anchors
M05,5,6,temperature,environment,temperature,19.147,C,,generated from raw weather_data monthly-hourly average
M05,5,7,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M05,5,7,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M05,5,7,solar_resource,renewable_resource,solar_resource,127.774,W/m2,,generated from raw weather_data monthly-hourly average
M05,5,7,waste_heat,recoverable_energy,heat,395.758,kW,,synthesized by seasonal/hourly interpolation from template anchors
M05,5,7,temperature,environment,temperature,20.177,C,,generated from raw weather_data monthly-hourly average
M05,5,8,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M05,5,8,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M05,5,8,solar_resource,renewable_resource,solar_resource,248.21,W/m2,,generated from raw weather_data monthly-hourly average
M05,5,8,waste_heat,recoverable_energy,heat,413.939,kW,,synthesized by seasonal/hourly interpolation from template anchors
M05,5,8,temperature,environment,temperature,22.245,C,,generated from raw weather_data monthly-hourly average
M05,5,9,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M05,5,9,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M05,5,9,solar_resource,renewable_resource,solar_resource,377.403,W/m2,,generated from raw weather_data monthly-hourly average
M05,5,9,waste_heat,recoverable_energy,heat,432.121,kW,,synthesized by seasonal/hourly interpolation from template anchors
M05,5,9,temperature,environment,temperature,23.66,C,,generated from raw weather_data monthly-hourly average
M05,5,10,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M05,5,10,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M05,5,10,solar_resource,renewable_resource,solar_resource,461.935,W/m2,,generated from raw weather_data monthly-hourly average
M05,5,10,waste_heat,recoverable_energy,heat,450.303,kW,,synthesized by seasonal/hourly interpolation from template anchors
M05,5,10,temperature,environment,temperature,25.061,C,,generated from raw weather_data monthly-hourly average
M05,5,11,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M05,5,11,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M05,5,11,solar_resource,renewable_resource,solar_resource,484.435,W/m2,,generated from raw weather_data monthly-hourly average
M05,5,11,waste_heat,recoverable_energy,heat,468.485,kW,,synthesized by seasonal/hourly interpolation from template anchors
M05,5,11,temperature,environment,temperature,26.052,C,,generated from raw weather_data monthly-hourly average
M05,5,12,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M05,5,12,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M05,5,12,solar_resource,renewable_resource,solar_resource,504.306,W/m2,,generated from raw weather_data monthly-hourly average
M05,5,12,waste_heat,recoverable_energy,heat,486.667,kW,,synthesized by seasonal/hourly interpolation from template anchors
M05,5,12,temperature,environment,temperature,27.059,C,,generated from raw weather_data monthly-hourly average
M05,5,13,grid_electricity,purchased_energy,electricity,,kW,electricity,grid purchase upper bound; blank means unlimited
M05,5,13,natural_gas,purchased_energy,natural_gas,,kWh,gas,natural gas purchase upper bound; blank means unlimited
M05,5,13,solar_resource,renewable_resource,solar_resource,505.29,W/m2,,generated from raw weather_data monthly-hourly average
M05,5,13,waste_heat,recoverable_energy,heat,471.282,kW,,synthesized by seasonal/hourly interpolation from template anchors
M05,5,13,temperature,environment,temperature,27.646,C,,generated from raw weather_data monthly-hourly average
